Property_Name,Location,Region,Property_Age,Availability,Area_Type,Area_SqFt,Rate_SqFt,Floor_No,Bedroom,Bathroom,Price_Lakh
158,Marathon Nexzone ,Altis New Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,866.0,8083.0,6.0,2,2,70.0
159,Mittal Tower CHS ,Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,647.0,18547.0,4.0,2,2,120.0
160,Lodha Regency ,Y401 Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Built Up Area,835.0,7878.0,4.0,2,2,58.0
161,Unnamed Property,Dombivli East Dombivli East Thane Mumbai,Dombivli Thane,10+ Year,Ready To Move,Built Up Area,740.0,7162.0,1.0,2,2,53.0
162,Unnamed Property,New Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,540.0,5555.0,4.0,1,1,30.0
163,Lodha Eternis ,Andheri East Mumbai,Andheri Mumbai,1 to 5 Year,Ready To Move,Carpet Area,854.0,31030.0,5.0,2,2,265.0
164,Gitanjali Tatva ,Borivali East Mumbai,Borivali Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1350.0,20370.0,14.0,3,2,275.0
165,Kohinoor Majestic ,Kalyan West Mumbai Beyond Thane Mumbai,Mumbai Thane,0 to 1 Year,Under Construction,Built Up Area,725.0,6896.0,15.0,1,2,50.0
166,MM Spectra ,1506 Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1496.0,12032.0,15.0,2,2,180.0
167,Unnamed Property,Kopar Mumbai Beyond Thane Mumbai,Mumbai Thane,5 to 10 Year,Ready To Move,Carpet Area,676.0,15733.0,4.0,2,2,118.0
168,Pam Vasant ,Virar East Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Built Up Area,1055.0,8056.0,4.0,2,2,80.0
169,Unnamed Property,Byculla East Mumbai Harbour Mumbai,Mumbai Harbour,5 to 10 Year,Ready To Move,Super Built Up Area,800.0,33750.0,1.0,2,2,270.0
170,Asmitha Jyothi CHS ,Malad West Mumbai,Malad Mumbai,10+ Year,Ready To Move,Super Built Up Area,621.0,12560.0,6.0,1,2,78.0
171,Unnamed Property,Naupada Thane Mumbai,Naupada Thane,10+ Year,Ready To Move,Built Up Area,650.0,15384.0,9.0,1,1,100.0
172,Unnamed Property,Vile Parle East Mumbai South West Mumbai,Parle Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1327.0,43234.0,10.0,3,3,399.5
173,Unnamed Property,102 g Mulund West Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Carpet Area,708.0,21892.0,1.0,2,2,155.0
174,Unnamed Property,Parsik Nagar Flat No 103 First Floor Kalwa Mumbai Beyond Thane Mumbai,Mumbai Thane,5 to 10 Year,Ready To Move,Built Up Area,645.0,12403.0,1.0,1,2,80.0
175,Unnamed Property,C 701 Neelam Nagar Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Carpet Area,617.0,36466.0,7.0,2,2,225.0
176,Unnamed Property,D 604 Mogra Village Andheri East Mumbai,Village Andheri,10+ Year,Ready To Move,Carpet Area,602.0,28239.0,6.0,2,2,170.0
177,Unnamed Property,429 V P Road Flat No 8 9 Andheri West Mumbai,No Andheri,10+ Year,Ready To Move,Carpet Area,1150.0,23913.0,3.0,4,3,265.0
178,Unnamed Property,Thane West Thane Mumbai,Thane Thane,10+ Year,Ready To Move,Carpet Area,650.0,19230.0,2.0,2,2,125.0
179,Unnamed Property,Ho No 8 Sanman Singh Road Bhandup West Bhandup West Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Plot Area,400.0,8000.0,2.0,2,2,32.0
180,Aishwarya Avant Heritage 1 and 2 ,1205 JVLR Mumbai,Jvlr Mumbai,0 to 1 Year,Ready To Move,Carpet Area,390.0,30769.0,12.0,1,2,120.0
181,Heena Presidency ,Mira Road East Mira Road East Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,700.0,8500.0,6.0,1,2,59.5
182,Unnamed Property,203 Virar East Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Carpet Area,800.0,6875.0,2.0,2,2,55.0
183,Unnamed Property,Wada Mumbai Beyond Thane Mumbai,Mumbai Thane,5 to 10 Year,Ready To Move,Plot Area,1943.875,2291.0,1.0,3,2,55.0
184,Unnamed Property,S V Road Jawahar Nagar Mumbai,Jawahar Nagar,1 to 5 Year,Ready To Move,Built Up Area,1376.0,19622.0,13.0,3,3,280.0
185,Unnamed Property,Casa Bella Suprema Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,585.0,10170.0,4.0,2,2,59.5
186,Unnamed Property,Flat No 210 Plot No 15 Sector 21 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,640.0,7968.0,2.0,1,1,51.0
187,Unnamed Property,Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,10+ Year,Ready To Move,Plot Area,740.0,6486.0,2.0,2,2,49.0
188,Unnamed Property,Kasar vadavali Thane Mumbai,Vadavali Thane,0 to 1 Year,Ready To Move,Carpet Area,378.0,14550.0,6.0,1,1,55.0
189,Gundecha Asta ,Sakinaka Mumbai,Sakinaka Mumbai,1 to 5 Year,Ready To Move,Carpet Area,401.0,26932.0,11.0,1,1,108.0
190,Kabra Galaxy Star CHS ,Brahmand Thane Mumbai,Brahmand Thane,5 to 10 Year,Ready To Move,Super Built Up Area,1070.0,10280.0,6.0,2,2,110.0
191,Unnamed Property,Flat 301 Plot 356a Sector 31 Vashi Navi Mumbai Mumbai,Vashi Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,625.0,8800.0,3.0,1,1,55.0
192,Unnamed Property,136 Sector 2 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,870.0,8160.0,4.0,2,2,71.0
193,Unnamed Property,Dr Din Dayal Road Mumbai Beyond Thane Dombivli West Thane Mumbai,Dombivli Thane,10+ Year,Ready To Move,Built Up Area,370.0,6351.0,4.0,1,1,23.5
194,JP Harmony ,Bhd Reliance Residency Near Shiv Mandir Ambernath Mumbai Beyond Thane Mumbai,Mumbai Thane,0 to 1 Year,Ready To Move,Built Up Area,995.0,3517.0,5.0,2,2,36.0
195,Horizon Homes ,1003 Liberty Garden Mumbai,Liberty Garden,0 to 1 Year,Ready To Move,Carpet Area,627.0,29505.0,1.0,2,2,185.0
196,Unnamed Property,Tembhipada Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,300.0,18666.0,14.0,1,1,56.0
197,Unnamed Property,Kandivali East Mumbai,Kandivali Mumbai,5 to 10 Year,Ready To Move,Built Up Area,565.0,15752.0,5.0,1,1,89.0
198,Unity Apartment ,Damodar Park Ghatkopar West Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Super Built Up Area,481.0,10187.0,3.0,1,1,49.0
199,Landmark Jawahar Milan CHS ,Malad East Mumbai,Malad Mumbai,0 to 1 Year,Ready To Move,Carpet Area,793.0,24275.0,3.0,3,3,193.0
200,Vinay Unique Gardens ,E 801 Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Built Up Area,670.0,4954.0,8.0,1,2,33.5
201,Unnamed Property,New Panvel New Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,825.0,8484.0,2.0,1,1,68.0
202,Unnamed Property,Khar West Khar West Mumbai South West Mumbai,Khar Mumbai,10+ Year,Ready To Move,Built Up Area,650.0,19230.0,4.0,1,1,125.0
203,Sagar Mahal ,Opposite Gopi Birla School And Sheetal Baug Walkeshwar South Mumbai Mumbai,Walkeshwar Mumbai,10+ Year,Ready To Move,Built Up Area,1943.875,43437.375,9.0,4,5,399.5
204,Bharat Shiv Sai Paradise ,C1201 Majiwada Thane Mumbai,Majiwada Thane,5 to 10 Year,Ready To Move,Super Built Up Area,618.0,13268.0,12.0,1,1,82.0
205,Unnamed Property,Shivaji Nagar Shivaji Nagar Thane Mumbai,Nagar Thane,10+ Year,Ready To Move,Carpet Area,195.0,9230.0,2.0,1,1,18.0
206,SRK Solitaire ,Sector 18 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,1750.0,17551.0,6.0,3,3,215.0
207,AO Realty Bianca ,Flat No 1001 Andheri East Mumbai,No Andheri,5 to 10 Year,Ready To Move,Carpet Area,1010.0,28712.0,10.0,3,3,290.0
208,Unnamed Property,Andheri East Mumbai,Andheri Mumbai,10+ Year,Ready To Move,Carpet Area,1100.0,29545.0,5.0,3,3,325.0
209,Virat Green Avenue ,Shilphata Navi Mumbai Mumbai,Shilphata Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,722.0,9279.0,2.0,2,2,67.0
210,Unnamed Property,Kalyan West Mumbai Beyond Thane Mumbai,Mumbai Thane,1 to 5 Year,Ready To Move,Built Up Area,725.0,7310.0,4.0,1,1,53.0
211,Lodha Lakeshore Greens ,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,673.0,10401.0,8.0,2,2,70.0
212,Unnamed Property,Chandivali Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Built Up Area,1105.0,20361.0,2.0,2,2,225.0
213,SRP Krish Residency ,Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,5 to 10 Year,Ready To Move,Carpet Area,430.0,7674.0,3.0,1,1,33.0
214,Unnamed Property,Kanjur Marg West LBS Marg Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Carpet Area,982.0,23421.0,10.0,3,3,230.0
215,Vissanji Park ,9 a Lokmanya Tilak Colony South Mumbai Mumbai,Colony Mumbai,10+ Year,Ready To Move,Carpet Area,775.0,43437.375,3.0,1,1,350.0
216,Kanakia Rainforest ,Marol Mumbai,Marol Mumbai,1 to 5 Year,Ready To Move,Carpet Area,43.4,43437.375,2.0,1,2,170.0
217,Unnamed Property,501 Grant Road East South Mumbai Mumbai,Road Mumbai,5 to 10 Year,Ready To Move,Carpet Area,1017.0,26548.0,5.0,2,2,250.0
218,Lodha Palava City ,F 6 Dombivli East Thane Mumbai,Dombivli Thane,0 to 1 Year,Ready To Move,Carpet Area,305.0,7540.0,0.0,1,1,23.0
219,Unnamed Property,Sector 21 Nerul Navi Mumbai Mumbai,Nerul Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,585.0,14358.0,2.0,1,1,84.0
220,Lodha Palava City ,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,723.0,8298.0,6.0,2,2,60.0
221,Shree Chamunda Dham ,301 Sector 19 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,5 to 10 Year,Ready To Move,Carpet Area,800.0,9687.0,3.0,2,2,77.5
222,Unnamed Property,Dombivli East Dombivli East Thane Mumbai,Dombivli Thane,10+ Year,Ready To Move,Built Up Area,1205.0,8215.0,4.0,3,3,99.0
223,Silver Crest CHS ,Raheja Vihar Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Built Up Area,1000.0,19000.0,3.0,2,2,190.0
224,Samartha Aangan ,Lokhandwala Andheri West Mumbai,Lokhandwala Andheri,10+ Year,Ready To Move,Super Built Up Area,1550.0,32903.0,18.0,3,3,399.5
225,Jewel Arista ,Badlapur W Sonivali Mumbai Beyond Thane Mumbai,Mumbai Thane,0 to 1 Year,Ready To Move,Super Built Up Area,685.0,3650.0,4.0,1,1,25.0
226,Unnamed Property,Dheeraj Jamuna Chs Chincholi Bunder Road MaladWest Chincholi Bunder Road Mumbai,Bunder Road,10+ Year,Ready To Move,Built Up Area,570.0,17544.0,14.0,1,2,110.0
227,Unnamed Property,Borivali East Mumbai,Borivali Mumbai,10+ Year,Ready To Move,Super Built Up Area,1300.0,23000.0,1.0,3,3,299.0
228,Unnamed Property,Malad East Mumbai,Malad Mumbai,10+ Year,Ready To Move,Carpet Area,436.0,18348.0,7.0,1,2,80.0
229,Gopala Apartment ,101 Vashi Navi Mumbai Mumbai,Vashi Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,1550.0,10322.0,0.0,2,2,160.0
230,Cosmos Springs Angel ,Owale Thane Mumbai,Owale Thane,5 to 10 Year,Ready To Move,Built Up Area,1400.0,11785.0,20.0,3,3,165.0
231,Godrej Sky Garden ,Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,570.0,13157.0,6.0,2,2,75.0
232,Unnamed Property,Chembur Mumbai Maharashtra India Chembur Mumbai Harbour Mumbai,Mumbai Harbour,undefined,Ready To Move,Carpet Area,561.0,43437.375,2.0,2,2,295.0
233,Unnamed Property,Thane West Thane Mumbai,Thane Thane,10+ Year,Ready To Move,Built Up Area,1264.0,15427.0,1.0,3,3,195.0
234,Unnamed Property,Prabhadevi South Mumbai Mumbai,Prabhadevi Mumbai,10+ Year,Ready To Move,Built Up Area,1206.0,43437.375,6.0,3,4,399.5
235,Panchali Apartment ,Panchali Apartment Sector 12 Vashi Navi Mumbai Mumbai,Vashi Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1720.0,16279.0,1.0,3,4,280.0
236,Unnamed Property,Lokhandwala Andheri West Mumbai,Lokhandwala Andheri,10+ Year,Ready To Move,Super Built Up Area,860.0,27906.0,5.0,2,2,227.0
237,Unnamed Property,O 13 Sector 9 Belapur Navi Mumbai Mumbai,Belapur Navi-Mumbai,10+ Year,Ready To Move,Plot Area,1943.875,8750.0,2.0,3,2,175.0
238,Unnamed Property,004 a Nalasopara West Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Carpet Area,365.0,6575.0,0.0,1,1,24.0
239,Unnamed Property,B Wing Rathodi Marve Road Mumbai,Marve Road,5 to 10 Year,Ready To Move,Carpet Area,800.0,18750.0,7.0,2,2,150.0
240,Squarefeet Grand Square ,4th Floor Anand Nagar Thane Mumbai,Nagar Thane,10+ Year,Ready To Move,Carpet Area,409.0,14180.0,4.0,1,2,58.0
241,Sai Darshan Apartment ,Ghatkopar West Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Built Up Area,537.0,23277.0,5.0,1,1,125.0
242,Lodha Palava City ,F504 casario Gold exotica Kalyanshil Road Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,960.0,10000.0,5.0,2,2,96.0
243,Dharma Sadan ,Flat No 201 Dharma Sadan Sec 19 Plot 87 Behind Reliance Fresh Kharghar Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,687.6,17452.0,2.0,3,3,120.0
244,Vasudev Sky High ,102 Building No 4 Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Carpet Area,960.0,9166.0,1.0,2,2,88.0
245,Unnamed Property,Plot 26 Panvel Matheran Road Sector 12 New Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,10+ Year,Ready To Move,Built Up Area,1185.0,8016.0,2.0,3,2,95.0
246,Wadhwa Viceroy Park ,A1401 Dahisar West Mumbai,A Dahisar,1 to 5 Year,Ready To Move,Carpet Area,1510.0,18211.0,14.0,3,3,275.0
247,Unnamed Property,Sector 13 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Carpet Area,460.0,12391.0,4.0,1,1,57.0
248,Vihang Hills ,Owale Owale Thane Mumbai,Owale Thane,5 to 10 Year,Ready To Move,Carpet Area,555.0,15676.0,9.0,2,2,87.0
249,Unnamed Property,Shirdon Navi Mumbai Mumbai,Shirdon Navi-Mumbai,10+ Year,Ready To Move,Plot Area,1943.875,2166.0,1.0,2,2,65.0
250,Unnamed Property,Mazgaon Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Built Up Area,400.0,22500.0,5.0,1,2,90.0
251,Unnamed Property,504 Parsik Nagar Kalwa Thane Mumbai,Kalwa Thane,1 to 5 Year,Ready To Move,Built Up Area,760.0,9210.0,5.0,1,1,70.0
252,Greenwood Estate Phase 2 ,A1 101 Phase 1 Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,5 to 10 Year,Ready To Move,Carpet Area,650.0,6461.0,1.0,2,2,42.0
253,Unnamed Property,Mira Bhayandar Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Super Built Up Area,850.0,12352.0,5.0,2,2,105.0
254,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,449.0,9354.0,5.0,1,1,42.0
255,Unnamed Property,605 Parsik Nagar Thane Mumbai,Nagar Thane,10+ Year,Ready To Move,Built Up Area,760.0,8947.0,6.0,1,1,68.0
256,Unnamed Property,Bhayander West Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Carpet Area,460.0,13043.0,3.0,1,2,60.0
257,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,829.0,8443.0,1.0,2,2,70.0
258,Ravi Gaurav City ,Mira Road East Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Super Built Up Area,750.0,7539.0,6.0,2,2,55.0
259,Unnamed Property,IC Colony Mumbai,Ic Colony,1 to 5 Year,Ready To Move,Carpet Area,675.0,32592.0,1.0,3,2,220.0
260,Unnamed Property,Titwala Titwala Mumbai Beyond Thane Mumbai,Mumbai Thane,10+ Year,Ready To Move,Super Built Up Area,530.0,5660.0,0.0,1,1,32.0
261,Patels Pride ,703 Ambernath Mumbai Beyond Thane Mumbai,Mumbai Thane,1 to 5 Year,Ready To Move,Super Built Up Area,938.0,3732.0,7.0,2,2,34.0
262,Zoeb Aayesha Palace ,Parel South Mumbai Mumbai,Parel Mumbai,1 to 5 Year,Under Construction,Super Built Up Area,649.0,16982.0,2.0,1,1,110.0
263,Kalpataru Vienta ,Kandivali East Mumbai,Kandivali Mumbai,1 to 5 Year,Under Construction,Carpet Area,1480.0,39864.0,8.0,5,4,399.5
264,Anmol Sankalp ,Sector 5 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1100.0,9090.0,12.0,2,2,100.0
265,West Metro Residency ,Kalyan East Mumbai Beyond Thane Mumbai,Mumbai Thane,5 to 10 Year,Ready To Move,Super Built Up Area,1050.0,7142.0,7.0,2,2,75.0
266,AO Realty Bianca ,502 Andheri East Mumbai,Andheri Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1194.0,34530.0,5.0,2,2,250.0
267,Balaji Symphony ,New Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,44.25,43437.375,7.0,1,1,52.0
268,Unnamed Property,Opp Of Sewri Station Sewri Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Built Up Area,200.0,24000.0,1.0,1,1,48.0
269,Unnamed Property,403404 Versova Mumbai,Versova Mumbai,10+ Year,Ready To Move,Built Up Area,1750.0,35714.0,4.0,3,3,399.5
270,Unnamed Property,202 Gajawakra Adarsh Society Swami Narayan Road 52 Bunglow Bandar Road Panvel Old Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,938.0,8528.0,2.0,2,2,80.0
271,Paradise Sai Miracle ,1102 Sector 35E Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1685.0,15217.0,11.0,3,3,175.0
272,Jeevan Vihar Building ,Malabar Hill South Mumbai Mumbai,Hill Mumbai,10+ Year,Ready To Move,Built Up Area,1300.0,32692.0,0.0,2,2,399.5
273,Unnamed Property,Neral Mumbai Beyond Thane Mumbai,Mumbai Thane,5 to 10 Year,Ready To Move,Built Up Area,600.0,3500.0,1.0,1,1,21.0
274,Unnamed Property,Lalbaug Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Built Up Area,440.0,30681.0,5.0,1,1,135.0
275,Unnamed Property,Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Built Up Area,704.0,22443.0,4.0,2,2,158.0
276,Konnark Sai Krupa Premises ,102 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1943.875,16025.0,1.0,4,4,250.0
277,Paradise Sai Crystals ,702 Sector 35 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1175.0,15333.0,7.0,2,2,115.0
278,Unnamed Property,Pokhran 2 Thane Mumbai,Pokhran Thane,0 to 1 Year,Ready To Move,Carpet Area,1330.0,28195.0,16.0,3,3,375.0
279,Unnamed Property,thakurli Mumbai Beyond Thane Mumbai,Mumbai Thane,5 to 10 Year,Ready To Move,Built Up Area,665.0,7368.0,3.0,1,1,49.0
280,Unnamed Property,204 Kharegaon Mumbai Beyond Thane Mumbai,Mumbai Thane,10+ Year,Ready To Move,Carpet Area,892.0,14013.0,2.0,3,2,125.0
281,Unnamed Property,Sector 2 Airoli Navi Mumbai Mumbai,Airoli Navi-Mumbai,10+ Year,Ready To Move,Plot Area,1200.0,13750.0,3.0,3,2,165.0
282,Unnamed Property,Dahisar East Mumbai,Dahisar Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,462.0,21645.0,7.0,1,1,100.0
283,Bhagwati Greens ,1301 Sector 23 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1365.0,30000.0,13.0,2,2,240.0
284,Unnamed Property,1101 A Wing Nehru Nagar Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,565.0,26548.0,11.0,2,2,150.0
285,Siddha Seabrook ,Kandivali West Mumbai,Kandivali Mumbai,Under Construction,Under Construction,Carpet Area,706.0,27903.0,25.5,2,2,197.0
286,Unnamed Property,106 E Mira Road Mira Road And Beyond Mumbai,Mira Road,Under Construction,Under Construction,Built Up Area,665.0,8270.0,1.0,1,1,55.0
287,Unnamed Property,Vasai West Vasai West Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Carpet Area,1900.0,7105.0,1.0,4,2,135.0
288,Unnamed Property,Hiranandani Estate Thane Mumbai,Hiranandani-Estate Thane,10+ Year,Ready To Move,Carpet Area,1380.0,22463.0,6.0,3,3,310.0
289,Darvesh Ayesha Tower ,101 1st Floor Jogeshwari West Mumbai,Floor Jogeshwari,10+ Year,Ready To Move,Super Built Up Area,1943.875,14347.0,1.0,3,3,330.0
290,Unnamed Property,Row House No 2 400708 Airoli Navi Mumbai Mumbai,Airoli Navi-Mumbai,10+ Year,Ready To Move,Plot Area,450.0,16888.0,2.0,1,2,76.0
291,Unnamed Property,1102 Sector 14 Vashi Navi Mumbai Mumbai,Vashi Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,1943.875,29620.0,11.0,5,4,399.5
292,Unnamed Property,Dadar East South Mumbai Mumbai,Dadar Mumbai,5 to 10 Year,Ready To Move,Carpet Area,1050.0,42000.0,2.0,3,4,399.5
293,Unnamed Property,403 404 Seven Bunglow Mumbai,Seven Bunglow,10+ Year,Ready To Move,Built Up Area,1750.0,35714.0,4.0,3,3,399.5
294,Unnamed Property,3rd Cross Lane Lokhandwala Andheri West Mumbai,Lokhandwala Andheri,1 to 5 Year,Ready To Move,Super Built Up Area,1943.875,35000.0,16.0,4,4,399.5
295,Shamiks Elanza ,Vakola Mumbai South West Mumbai,Vakola Mumbai,5 to 10 Year,Ready To Move,Carpet Area,59.41,43437.375,12.0,2,2,300.0
296,Balaji Garden CHS ,Sector 11 Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,1943.875,12727.0,13.0,4,4,280.0
297,Ten BKC ,Bandra East Mumbai South West Mumbai,Bandra Mumbai,1 to 5 Year,Under Construction,Carpet Area,1328.0,43437.375,3.0,3,4,399.5
298,Unnamed Property,Building 14 Flat 02 Ground Floor Hanuman Chowk Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Carpet Area,500.0,22000.0,0.0,1,1,110.0
299,Unnamed Property,Kandivali West Mumbai,Kandivali Mumbai,0 to 1 Year,Under Construction,Carpet Area,586.0,30716.0,12.0,2,3,180.0
300,Raj Estate ,G 402 Kashigaon Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,910.0,10659.0,4.0,2,2,97.0
301,Lodha Palava City ,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,659.0,8801.0,16.0,2,2,58.0
302,Unnamed Property,E2104 Mulund West Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Under Construction,Carpet Area,619.0,29079.0,21.0,2,2,180.0
303,Hiranandani Hill Grange ,Hiranandani Estate Thane Mumbai,Hiranandani-Estate Thane,10+ Year,Ready To Move,Built Up Area,1350.0,15555.0,3.0,3,3,210.0
304,Tirupati Arcade ,A602 Tirupati Arcade Sector21 Kharghar mumbai Navi Sector 21 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,1943.875,14000.0,6.0,3,3,250.0
305,Acme Avenue ,11th Floor Charkop Mumbai,Floor Charkop,0 to 1 Year,Ready To Move,Built Up Area,1284.0,11604.0,11.0,2,2,138.0
306,Unnamed Property,Sion West Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Under Construction,Super Built Up Area,1943.875,43437.375,20.0,3,3,399.5
307,Dosti Imperia ,3 Bhk Hill Facing Flat Available Manpada Thane Mumbai,Manpada Thane,1 to 5 Year,Ready To Move,Built Up Area,1654.0,15235.0,5.0,3,3,252.0
308,Royal Oasis ,Jankalyan Nagar Mumbai,Jankalyan Nagar,1 to 5 Year,Ready To Move,Carpet Area,727.0,23383.0,20.0,2,2,170.0
309,Unnamed Property,Bhandup West Central Mumbai suburbs Mumbai,Central Mumbai,5 to 10 Year,Ready To Move,Carpet Area,710.0,19718.0,14.0,2,2,140.0
310,Unnamed Property,Dadar East South Mumbai Mumbai,Dadar Mumbai,0 to 1 Year,Ready To Move,Carpet Area,930.0,34408.0,12.0,2,2,320.0
311,Unnamed Property,Ghatkopar East Garodia Nagar Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Carpet Area,575.0,23478.0,2.0,1,1,135.0
